codigoarticulo	codigofabrica	ubicacion	codigodemarca	nombre_marca	
0403-GTE611AL-S	SP-611A		21	XXI	
0403-GTE611AM-S	SP-611A		21	XXI	
0403-GTE611AS-S	SP-611A	2-2-06-1-04	21	XXI	
0403-GTE611AXL-S	SP-611A	2-2-06-1-02	21	XXI	
0403-GTE611AXXL-S	SP-611A	2-3-06-1-02	21	XXI	
0403-GTE611AXXXL-S	SP-611A	2-3-06-1-01	21	XXI	
0403-GTE624AL-P	SP-624A	2-3-05-1-02	21	XXI	
0403-GTE624AM-P	SP-624A	2-3-05-1-03	21	XXI	
0403-GTE624AS-P	SP-624A	2-3-06-3-05	21	XXI	
0403-GTE624AXL-P	SP-624A	2-2-06-2-03	21	XXI	
0403-GTE624AXXL-P	SP-624A	2-2-06-2-02	21	XXI	
0403-GTE624AXXXL-P	SP-624A	2-2-06-2-04	21	XXI	
0403-GTE628AL-S	SP-628A	2-2-06-3-01	21	XXI	
0403-GTE628AM-S	SP-628A	2-2-06-1-03	21	XXI	
0403-GTE628AS-S	SP628A	2-2-06-1-01	21	XXI	
0403-GTE628AXL-S	SP-628A	2-2-06-3-02	21	XXI	
0403-GTE628AXXL-S		2-2-06-3-03	21	XXI	
0403-GTE628AXXXL-S		2-2-06-2-01	21	XXI	
1000V7	99999	1-3-07-5-02	062	BOTTA	
10010C	10010C	1-3-09-2-05	062	BOTTA	
10015C	10015C	1-3-09-2-05	062	BOTTA	
10020C	10020C	1-3-09-2-05	062	BOTTA	
10025C	10025C	1-3-09-2-06	062	BOTTA	
10030C	10030C	1-3-09-2-06	062	BOTTA	
10035C	10035C	1-3-09-2-06	062	BOTTA	
10036C	10036C	1-3-09-2-06	062	BOTTA	
10040C	10040C	1-3-09-2-06	062	BOTTA	
10045C	10045C	1-3-09-2-06	062	BOTTA	
10050C	10050C	1-3-09-2-06	062	BOTTA	
10055C	10055C	1-3-09-2-06	062	BOTTA	
10060C	10060C	1-3-09-2-07	062	BOTTA	
10065C	10065C	1-3-09-2-07	062	BOTTA	
10070C	10070C	1-3-09-2-07	062	BOTTA	
10072C	10072C	1-3-09-2-07	062	BOTTA	
1010C	1010C	1-3-05-4-04	062	BOTTA	
1010I	1010I	1-3-05-4-05	062	BOTTA	
10170C	10170C	1-3-09-2-07	062	BOTTA	
10176C	10176C	1-3-09-2-07	062	BOTTA	
10200C	10200C	1-3-09-2-07	062	BOTTA	
1020C	1020C	1-3-05-4-06	062	BOTTA	
1020I	1020I	1-3-05-4-05	062	BOTTA	
10210C	10210C		062	BOTTA	
10211C	10211C		062	BOTTA	
10220C	10220C	1-3-09-2-07	062	BOTTA	
10230C	10230C		062	BOTTA	
10240C	10240C		062	BOTTA	
10250C	10250C	1-3-09-2-07	062	BOTTA	
10260C	10260C		062	BOTTA	
10261C	10261C		062	BOTTA	
10262C	10262C	1-3-09-2-07	062	BOTTA	
10264C	10264C	1-3-09-2-07	062	BOTTA	
10265C	10265C	1-3-09-2-07	062	BOTTA	
10266C	10266C	1-3-09-1-07	062	BOTTA	
10270C	10270C	1-3-09-1-07	062	BOTTA	
10275C	10275C	1-3-09-1-07	062	BOTTA	
1030C	1030C	1-3-05-4-07	062	BOTTA	
1030I	1030I	1-3-05-4-06	062	BOTTA	
11005C	11005C	1-3-09-1-07	062	BOTTA	
11006C	11006C	1-3-09-1-07	062	BOTTA	
11009C	11009C	1-3-09-1-07	062	BOTTA	
11010C	11010C	1-3-09-1-07	062	BOTTA	
11013C	11013C	1-3-09-1-07	062	BOTTA	
11014C	11014C	1-3-09-1-06	062	BOTTA	
11015C	11015C	1-3-09-1-06	062	BOTTA	
11017C	11017C	1-3-09-1-06	062	BOTTA	
11020C	11020C	1-3-09-1-06	062	BOTTA	
1115C	1115C		062	BOTTA	
1115I	1115I	1-3-05-4-08	062	BOTTA	
1115LC	1115LC	1-3-07-4-01	062	BOTTA	
1115LI	1115LI	1-3-07-4-01	062	BOTTA	
1120C	1120C	1-3-07-4-02	062	BOTTA	
1120E	1120E	1-3-07-4-02	062	BOTTA	
1120I	1120I	1-3-07-4-02	062	BOTTA	
1130C	1130C	1-3-07-4-03	062	BOTTA	
1130I	1130I	1-3-07-4-03	062	BOTTA	
1150C	1150C	1-3-07-4-04	062	BOTTA	
1150I	1150I	1-3-07-4-04	062	BOTTA	
1150LC	1150LC	1-3-07-4-05	062	BOTTA	
1150LI	1150LI	1-3-07-4-05	062	BOTTA	
1160C	1160C	1-3-07-4-06	062	BOTTA	
1160I	1160I	1-3-07-4-06	062	BOTTA	
1180C	1180C	1-3-07-4-07	062	BOTTA	
1180I	1180I	1-3-07-4-07	062	BOTTA	
1190C	1190C	1-3-09-4-01	062	BOTTA	
1190I	1190I	1-3-09-4-01	062	BOTTA	
1200C	1200C	1-3-09-4-02	062	BOTTA	
1200I	1200I	1-3-09-4-02	062	BOTTA	
1210I	1210I	1-3-09-4-03	062	BOTTA	
1212C	1212C	1-3-09-4-03	062	BOTTA	
1212I	1212I	1-3-09-4-03	062	BOTTA	
1220I	1220I	1-3-09-4-03	062	BOTTA	
2060C	2060C	1-3-09-4-03	062	BOTTA	
2070C	2070C	1-3-09-4-03	062	BOTTA	
2080C	2080C	1-3-09-4-04	062	BOTTA	
2090C	2090C	1-3-09-4-04	062	BOTTA	
2100C	2100C	1-3-09-4-05	062	BOTTA	
2101C	2101C	1-3-09-4-05	062	BOTTA	
2102C	2102C	1-3-09-4-05	062	BOTTA	
2110C	2110C	1-3-09-4-05	062	BOTTA	
2120C	2120C	1-3-09-4-06	062	BOTTA	
2130C	2130C	1-3-09-4-06	062	BOTTA	
2131C	2131C	1-3-09-4-06	062	BOTTA	
2132C	2132C	1-3-09-4-06	062	BOTTA	
2133C	2133C	1-3-09-4-06	062	BOTTA	
2134C	2134C	1-3-09-4-06	062	BOTTA	
2135C	2135C	1-3-09-4-06	062	BOTTA	
2136C	2136C	1-3-09-4-06	062	BOTTA	
2137C	2137C	1-3-09-4-07	062	BOTTA	
21381C	21381C	1-3-09-4-07	062	BOTTA	
21382C	21382C	1-3-09-4-07	062	BOTTA	
2138C	2138C	1-3-09-4-07	062	BOTTA	
2139C	2139C	1-3-09-4-07	062	BOTTA	
2150C	2150C	1-3-09-4-07	062	BOTTA	
21565C	21565C	1-3-09-3-06	062	BOTTA	
2156C	2156C	1-3-09-4-07	062	BOTTA	
2156CI	2156CI		062	BOTTA	
2157C	2157C	1-3-09-4-07	062	BOTTA	
21581C	21581C	1-3-09-3-06	062	BOTTA	
2158C	2158C	1-3-09-3-06	062	BOTTA	
2158CI	2158CI		062	BOTTA	
2165C	2165C	1-3-09-3-06	062	BOTTA	
2170C	2170C	1-3-09-3-06	062	BOTTA	
2180C	2180C	1-3-09-3-06	062	BOTTA	
2190C	2190C	1-3-09-3-06	062	BOTTA	
2195C	2195C	1-3-09-3-06	062	BOTTA	
2200C	2200C	1-3-09-3-06	062	BOTTA	
2201C	2201C	1-3-09-3-07	062	BOTTA	
2205C	2205C	1-3-09-3-07	062	BOTTA	
2210C	2210C	1-3-09-4-05	062	BOTTA	
2214C	2214C	1-3-09-3-07	062	BOTTA	
2215C	2215C	1-3-09-3-07	062	BOTTA	
2216C	2216C	1-3-09-3-07	062	BOTTA	
2220C	2220C	1-3-09-3-07	062	BOTTA	
2221C	2221C		062	BOTTA	
2229C	2229C		062	BOTTA	
2230C	2230C	1-3-09-3-07	062	BOTTA	
2231C	2231C	1-3-09-3-05	062	BOTTA	
2232C	2232C	1-3-09-3-05	062	BOTTA	
2233C	2233C	1-3-09-3-05	062	BOTTA	
2235C	2235C	1-3-09-3-05	062	BOTTA	
2240C	2240C	1-3-09-3-05	062	BOTTA	
2245C	2245C	1-3-09-3-05	062	BOTTA	
2250C	2250C	1-3-09-3-05	062	BOTTA	
2255C	2255C	1-3-09-3-05	062	BOTTA	
2256C	2256C	1-3-09-3-04	062	BOTTA	
2260C	2260C	1-3-09-3-04	062	BOTTA	
2265C	2265C	1-3-09-3-04	062	BOTTA	
2266C	2266C	1-3-09-3-04	062	BOTTA	
2275C	2275C	1-3-09-3-04	062	BOTTA	
2280C	2280C	1-3-09-3-04	062	BOTTA	
2285C	2285C	1-3-09-3-04	062	BOTTA	
2290C	2290C	1-3-09-3-04	062	BOTTA	
250X17 F-111	CU-250X17		061	BHI	
250X17 F-139	250X17 F-139		061	BHI	
250X17 F-336	250X17 F-336		061	BHI	
275X14 F-108	CU-275X14		061	BHI	
275X17 F-139	CU-275X17		061	BHI	
275X18 F-108	CU-275X18	fondo	061	BHI	
300X18 F-175	CU-300X18		061	BHI	
300X21 F-345	300X21 F-345		061	BHI	
3010C	3010C	1-3-09-3-04	062	BOTTA	
3030C	3030C	1-3-09-3-03	062	BOTTA	
3035C	3035C	1-3-09-3-03	062	BOTTA	
3040C	3040C	1-3-09-3-03	062	BOTTA	
3045C	3045C	1-3-09-3-03	062	BOTTA	
3046C	3046C	1-3-09-3-03	062	BOTTA	
3047C	3047C	1-3-09-3-03	062	BOTTA	
3048C	3048C	1-3-09-3-03	062	BOTTA	
3049C	3049C	1-3-09-3-03	062	BOTTA	
305	305		80	CROSS X	
3140C	3140C	1-3-09-3-02	062	BOTTA	
3170C	3170C	1-3-09-3-02	062	BOTTA	
3175C	3175C	1-3-09-3-02	062	BOTTA	
3207C	3207C	1-3-09-3-02	062	BOTTA	
3208C	3208C	1-3-09-3-02	062	BOTTA	
3208CI	3208CI	1-3-05-1-06	062	BOTTA	
32095C	32095C	1-3-09-3-01	062	BOTTA	
3209C	3209C	1-3-09-3-02	062	BOTTA	
3209CI	3209CI		062	BOTTA	
32100C	32100C	1-3-09-3-01	062	BOTTA	
32105C	32105C	1-3-09-3-01	062	BOTTA	
3210C	3210C	1-3-09-3-01	062	BOTTA	
3230C	3230C	1-3-09-3-01	062	BOTTA	
3235C	3235C	1-3-09-3-01	062	BOTTA	
3240C	3240C	1-3-07-3-07	062	BOTTA	
3250C	3250C	1-3-07-3-07	062	BOTTA	
3260C	3260C	1-3-09-3-01	062	BOTTA	
3265C	3265C	1-3-09-3-01	062	BOTTA	
3290C	3290C	1-3-07-3-07	062	BOTTA	
3291C	3291C	1-3-07-3-07	062	BOTTA	
3310C	3310C	1-3-07-3-07	062	BOTTA	
3320C	3320C	1-3-07-3-07	062	BOTTA	
3330C	3330C	1-3-07-3-07	062	BOTTA	
3340C	3340C	1-3-07-3-07	062	BOTTA	
3345C	3345C	1-3-07-3-07	062	BOTTA	
3350C	3350C	1-3-07-3-07	062	BOTTA	
3355C	3355C	1-3-07-3-07	062	BOTTA	
3356C	3356C	1-3-07-3-07	062	BOTTA	
3360C	3360C	1-3-07-3-07	062	BOTTA	
3360CI	3360CI		062	BOTTA	
3400C	3400C	1-3-07-3-06	062	BOTTA	
3405C	3405C	1-3-07-3-06	062	BOTTA	
3410C	3410C	1-3-07-3-06	062	BOTTA	
34150C	34150C	1-3-07-3-06	062	BOTTA	
3415C	3415C	1-3-07-3-06	062	BOTTA	
3416C	3416C	1-3-07-3-06	062	BOTTA	
3500C	3500C	1-3-07-3-07	062	BOTTA	
3520C	3520C	1-3-07-3-06	062	BOTTA	
3525C	3525C	1-3-07-3-06	062	BOTTA	
3530C	3530C	1-3-07-3-05	062	BOTTA	
3531C	3531C	1-3-07-3-05	062	BOTTA	
3532C	3532C	1-3-07-3-05	062	BOTTA	
3580C	3580C	1-3-07-3-05	062	BOTTA	
3581C	3581C	1-3-07-3-05	062	BOTTA	
3582C	3582C	1-3-07-3-05	062	BOTTA	
3605C	3605C	1-3-07-3-05	062	BOTTA	
3606C	3606C	1-3-07-3-05	062	BOTTA	
3630C	3630C	1-3-07-3-05	062	BOTTA	
3631C	3631C	1-3-07-3-04	062	BOTTA	
3635C	3635C	1-3-07-3-04	062	BOTTA	
3640C	3640C	1-3-07-3-04	062	BOTTA	
3645C	3645C	1-3-07-3-04	062	BOTTA	
3650C	3650C	1-3-07-3-04	062	BOTTA	
3655C	3655C	1-3-07-3-04	062	BOTTA	
3656C	3656C	1-3-07-3-04	062	BOTTA	
3657C	3657C		062	BOTTA	
3658C	3658C	1-3-07-3-03	062	BOTTA	
3660C	3660C	1-3-07-3-03	062	BOTTA	
3661C	3661C	1-3-07-3-03	062	BOTTA	
3665C	3665C	1-3-07-3-03	062	BOTTA	
3666C	3666C	1-3-07-3-02	062	BOTTA	
3670C	3670C	1-3-07-3-02	062	BOTTA	
3671C	3671C	1-3-07-3-02	062	BOTTA	
3672C	3672C		062	BOTTA	
3675C	3675C	1-3-07-3-02	062	BOTTA	
3675CI	3675CI		062	BOTTA	
3676C	3676C	1-3-07-3-02	062	BOTTA	
3677C	3677C	1-3-07-3-01	062	BOTTA	
3685C	3685C	1-3-07-3-01	062	BOTTA	
3686C	3686C	1-3-07-3-01	062	BOTTA	
3700C	3700C	1-3-07-3-01	062	BOTTA	
3705C	3705C	1-3-07-3-01	062	BOTTA	
3715C	3715C	1-3-07-3-01	062	BOTTA	
3716C	3716C	1-3-05-3-08	062	BOTTA	
3717C	3717C	1-3-05-3-08	062	BOTTA	
3720C	3720C	1-3-05-3-08	062	BOTTA	
3725C	3725C	1-3-05-3-08	062	BOTTA	
3730C	3730C	1-3-05-3-08	062	BOTTA	
3735C	3735C	1-3-05-3-08	062	BOTTA	
3745C	3745C	1-3-05-3-08	062	BOTTA	
3760C	3760C	1-3-05-3-08	062	BOTTA	
3761C	3761C	1-3-05-3-08	062	BOTTA	
3762C	3762C	1-3-05-3-07	062	BOTTA	
3763c	3763c	1-3-05-3-07	062	BOTTA	
3764C	3764C	1-3-05-3-07	062	BOTTA	
3765C	3765C	1-3-05-3-07	062	BOTTA	
3766C	3766C	1-3-05-3-07	062	BOTTA	
3768C	3768C	1-3-05-3-05	062	BOTTA	
3769c	3769c	1-3-05-3-05	062	BOTTA	
3772C	3772C	1-3-05-3-07	062	BOTTA	
3775C	3775C	1-3-05-3-07	062	BOTTA	
3776C	3776C	1-3-05-3-07	062	BOTTA	
3777C	3777C		062	BOTTA	
3780C	3780C	1-3-05-3-06	062	BOTTA	
3782C	3782C	1-3-05-3-06	062	BOTTA	
3785C	3785C	1-3-05-3-06	062	BOTTA	
3786c	3786c	1-3-05-3-06	062	BOTTA	
3787C	3787C	1-3-05-3-06	062	BOTTA	
3790C	3790C		062	BOTTA	
3791C	3791C	1-3-05-3-06	062	BOTTA	
3800C	3800C	1-3-05-3-02	062	BOTTA	
3802C	3802C	1-3-05-3-01	062	BOTTA	
3803C	3803C	1-3-03-3-08	062	BOTTA	
3805C	3805C	1-3-09-3-04	062	BOTTA	
3807C	3807C	1-3-05-3-05	062	BOTTA	
3810C	3810C	1-3-05-3-01	062	BOTTA	
3812C	3812C	1-3-09-5-04	062	BOTTA	
3820C	3820C	1-3-05-3-05	062	BOTTA	
3870C	3870C		062	BOTTA	
410X18 F-317	410X18 F-317		061	BHI	
410X18 F-336	410X18 F-336		061	BHI	
428X110H-S	428X110H-S		21	XXI	
428X118H-S	428X118H-S		21	XXI	
428X134H-S	428X134H-S	1-4-08-1-02	21	XXI	
5310C	5310C	1-3-05-4-02	062	BOTTA	
5315C	5315C	1-3-05-3-05	062	BOTTA	
5320C	5320C	1-3-05-3-05	062	BOTTA	
5325C	5325C	1-3-05-4-02	062	BOTTA	
5425C	5425C	1-3-05-4-02	062	BOTTA	
5426-3C	5426-3C	1-3-05-02	062	BOTTA	
5426C	5426C	1-3-05-2-02	062	BOTTA	
5427C	5427C	1-3-05-2-02	062	BOTTA	
5428C	5428C	1-3-05-2-02	062	BOTTA	
54295C	54295C	1-3-05-4-02	062	BOTTA	
54296C	54296C	1-3-05-2-03	062	BOTTA	
5429C	5429C	1-3-05-4-02	062	BOTTA	
54300C	54300C	1-3-05-2-03	062	BOTTA	
54301C	54301C	1-3-05-2-03	062	BOTTA	
54302C	54302C	1-3-05-2-03	062	BOTTA	
54305C	54305C		062	BOTTA	
54306C	54306C	1-3-05-3-04	062	BOTTA	
54310C	54310C	1-3-05-3-04	062	BOTTA	
54311C	54311C	1-3-05-3-04	062	BOTTA	
5435C	5435C		062	BOTTA	
5436C	5436C	1-3-05-3-03	062	BOTTA	
5440C	5440C	1-3-05-3-04	062	BOTTA	
5441C	5441C	1-3-05-3-04	062	BOTTA	
5442C	5442C	1-3-05-3-04	062	BOTTA	
5449C	5449C	1-3-05-3-04	062	BOTTA	
5480C	5480C	1-3-05-3-04	062	BOTTA	
5500C	5500C		062	BOTTA	
5510C	5510C	1-3-05-3-03	062	BOTTA	
5510CI	5510CI		062	BOTTA	
5511C	5511C	1-3-05-3-03	062	BOTTA	
5515C	5515C	1-3-05-3-03	062	BOTTA	
5515CI	5515CI		062	BOTTA	
5516C	5516C	1-3-05-3-03	062	BOTTA	
5517C	5517C	1-3-05-3-03	062	BOTTA	
5528C	5528C	1-3-05-3-03	062	BOTTA	
5529C	5529C		062	BOTTA	
5535C	5535C	1-3-05-4-01	062	BOTTA	
5540C	5540C	1-3-05-4-02	062	BOTTA	
5541C	5541C	1-3-05-4-01	062	BOTTA	
5550C	5550C	1-3-05-4-01	062	BOTTA	
5555C	5555C	1-3-05-4-01	062	BOTTA	
5556C	5556C	1-3-05-4-01	062	BOTTA	
5565C	5565C		062	BOTTA	
5600C	5600C		062	BOTTA	
5605C	5605C		062	BOTTA	
5610C	5610C		062	BOTTA	
5615C	5615C		062	BOTTA	
5620C	5620C		062	BOTTA	
5629C	5629C	1-3-05-4-01	062	BOTTA	
5630C	5630C	1-3-05-4-01	062	BOTTA	
5635C	5635C	1-3-07-2-01	062	BOTTA	
5636C	5636C	1-3-07-2-01	062	BOTTA	
5640C	5640C	1-3-07-2-01	062	BOTTA	
5641C	5641C	1-3-07-2-01	062	BOTTA	
5642C	5642C	1-3-07-2-01	062	BOTTA	
5661C	5661C	1-3-07-2-01	062	BOTTA	
5664C	5664C	1-3-07-2-01	062	BOTTA	
5665C	5665C	1-3-07-2-01	062	BOTTA	
5699C	5699C	1-3-07-2-01	062	BOTTA	
5700C	5700C	1-3-07-2-01	062	BOTTA	
5701C	5701C	1-3-07-2-02	062	BOTTA	
5702C	5702C	1-3-07-2-02	062	BOTTA	
57035C	57035C	1-3-07-2-02	062	BOTTA	
5703C	5703C	1-3-07-2-02	062	BOTTA	
57042C	57042C	1-3-07-2-02	062	BOTTA	
57043C	57043C	1-3-07-2-02	062	BOTTA	
57044C	57044C	1-3-07-2-02	062	BOTTA	
57045C	57045C	1-3-07-2-03	062	BOTTA	
5704C	5704C	1-3-07-2-02	062	BOTTA	
57052C	57052C	1-3-07-1-02	062	BOTTA	
57053C	57053C	1-3-07-2-03	062	BOTTA	
5705C	5705C	1-3-07-2-03	062	BOTTA	
57061C	57061C	1-3-07-2-03	062	BOTTA	
5706C	5706C	1-3-07-2-03	062	BOTTA	
5710C	5710C	1-3-07-2-03	062	BOTTA	
5711C	5711C	1-3-07-2-03	062	BOTTA	
5718C	5718C	1-3-07-2-03	062	BOTTA	
57190C	57190C	1-3-07-2-03	062	BOTTA	
5719C	5719C	1-3-07-2-03	062	BOTTA	
5720C	5720C	1-3-07-2-04	062	BOTTA	
5721C	5721C	1-3-07-2-04	062	BOTTA	
5722C	5722C	1-3-07-2-04	062	BOTTA	
5729C	5729C	1-3-07-2-04	062	BOTTA	
5733C	5733C	1-3-07-2-04	062	BOTTA	
5734-1C	5734-1C	1-3-09-5-04	062	BOTTA	
5734-2C	5734-2C	1-3-09-5-05	062	BOTTA	
5734-3C	5734-3C	1-3-09-5-04	062	BOTTA	
5734-4C	5734-4C	1-3-09-5-04	062	BOTTA	
5734C	5734C	1-3-07-2-04	062	BOTTA	
5735C	5735C	1-3-07-2-02	062	BOTTA	
5750C	5750C	1-3-07-2-04	062	BOTTA	
5755C	5755C	1-3-07-2-04	062	BOTTA	
5760C	5760C	1-3-07-2-04	062	BOTTA	
5762C	5762C		062	BOTTA	
6080C	6080C	1-3-07-2-05	062	BOTTA	
6090C	6090C	1-3-07-2-05	062	BOTTA	
6095C	6095C	1-3-07-2-05	062	BOTTA	
6151C	6151C	1-3-07-2-05	062	BOTTA	
7160C	7160C	1-3-07-2-05	062	BOTTA	
7160CI	7160CI	1-3-05-1-05	062	BOTTA	
7165C	7165C	1-3-07-2-05	062	BOTTA	
7165CI	7165CI		062	BOTTA	
7170C	7170C	1-3-07-2-05	062	BOTTA	
7170CI	7170CI		062	BOTTA	
7171C	7171C	1-3-07-2-05	062	BOTTA	
7172C	7172C	1-3-07-2-06	062	BOTTA	
7172CI	7172CI		062	BOTTA	
7173C	7173C	1-3-07-2-06	062	BOTTA	
7175C	7175C	1-3-07-2-06	062	BOTTA	
7175CI	7175CI	1-3-05-2-04	062	BOTTA	
7176C	7176C	1-3-07-2-06	062	BOTTA	
7177C	7177C	1-3-07-2-06	062	BOTTA	
7178C	7178C	1-3-07-2-06	062	BOTTA	
7179C	7179C	1-3-07-2-06	062	BOTTA	
7200C	7200C	1-3-07-2-06	062	BOTTA	
7200CI	7200CI		062	BOTTA	
7210C	7210C	1-3-07-2-07	062	BOTTA	
7211C	7211C	1-3-07-2-07	062	BOTTA	
7212C	7212C	1-3-07-2-07	062	BOTTA	
7213C	7213C	1-3-07-2-07	062	BOTTA	
7214C	7214C	1-3-07-2-07	062	BOTTA	
7220C	7220C	1-3-07-2-07	062	BOTTA	
7222C	7222C	1-3-07-2-07	062	BOTTA	
7229C	7229C	1-3-07-2-07	062	BOTTA	
7230C	7230C	1-3-09-2-01	062	BOTTA	
7231C	7231C	1-3-09-2-01	062	BOTTA	
7232C	7232C	1-3-09-2-01	062	BOTTA	
7235C	7235C	1-3-09-2-01	062	BOTTA	
7235CI	7235CI		062	BOTTA	
7240C	7240C	1-3-09-2-01	062	BOTTA	
7240CI	7240CI		062	BOTTA	
7241C	7241C	1-3-09-2-01	062	BOTTA	
7242C	7242C	1-3-09-2-01	062	BOTTA	
7242CI	7242CI		062	BOTTA	
7243C	7243C	1-3-09-2-01	062	BOTTA	
7244C	7244C	1-3-09-2-02	062	BOTTA	
7245C	7245C	1-3-09-2-02	062	BOTTA	
7265C	7265C	1-3-09-2-02	062	BOTTA	
7268C	7268C	1-3-09-2-02	062	BOTTA	
7270C	7270C	1-3-09-2-02	062	BOTTA	
7271C	7271C	1-3-09-2-02	062	BOTTA	
7275C	7275C	1-3-09-2-02	062	BOTTA	
7276C	7276C	1-3-09-2-02	062	BOTTA	
7280C	7280C	1-3-09-2-03	062	BOTTA	
80/100X14 F-113	CU-80/100X14		061	BHI	
80/100X14 F-318	CU-80/100X14		061	BHI	
8010C	8010C	1-3-09-2-03	062	BOTTA	
8020C	8020C	1-3-09-2-03	062	BOTTA	
8025C	8025C	1-3-09-2-03	062	BOTTA	
8027C	8027C	1-3-09-2-03	062	BOTTA	
8030C	8030C		062	BOTTA	
8035C	8035C	1-3-09-2-03	062	BOTTA	
8036C	8036C	1-3-09-2-03	062	BOTTA	
8039C	8039C	1-3-09-2-03	062	BOTTA	
8040C	8040C	1-3-09-2-03	062	BOTTA	
8045C	8045C	1-3-09-2-04	062	BOTTA	
8046C	8046C	1-3-09-2-04	062	BOTTA	
8047C	8047C	1-3-09-2-04	062	BOTTA	
8050C	8050C	1-3-09-2-04	062	BOTTA	
8060C	8060C	1-3-09-2-04	062	BOTTA	
8060CI	8060CI		062	BOTTA	
8065C	8065C	1-3-09-2-04	062	BOTTA	
8066C	8066C	1-3-09-2-04	062	BOTTA	
8067C	8067C	1-3-09-2-04	062	BOTTA	
8135C	8135C	1-3-09-2-04	062	BOTTA	
8285C	8285C	1-3-09-2-04	062	BOTTA	
8290C	8290C	1-3-09-2-04	062	BOTTA	
8300C	8300C	1-3-09-2-04	062	BOTTA	
8310C	8310C	1-3-09-2-05	062	BOTTA	
90/90X18 F-177	CU-90/90X18		061	BHI	
9171C	9171C	1-3-09-2-05	062	BOTTA	
9265C	9265C	1-3-09-2-05	062	BOTTA	
9280C	9280C	1-3-09-2-05	062	BOTTA	
9281C	9281C	1-3-09-2-05	062	BOTTA	
9285C	9285C	1-3-09-2-05	062	BOTTA	
A01-050-12	01-050-12	Fondo	002	AMA LUBRICANTS	
A01-050-20	01-050-20	Almacen	002	AMA LUBRICANTS	
A10-010-12	10-010-12	Fondo	002	AMA LUBRICANTS	
A10-010-13	10-010-13	Fondo	002	AMA LUBRICANTS	
A10-010-20	10-010-20	Almacen	002	AMA LUBRICANTS	
A10-010-40	10-010-40	1-4-09-2-01	002	AMA LUBRICANTS	
A10-029-40	10-029-40		002	AMA LUBRICANTS	
A10-040-12	10-041-44	Fondo	002	AMA LUBRICANTS	
A10-040-13	10-040-13	Fondo	002	AMA LUBRICANTS	
A10-040-20	10-040-20	Almacen	002	AMA LUBRICANTS	
A10-040-40	10-040-40	1-5-02-1-04	002	AMA LUBRICANTS	
A10-040-41	10-040-41	1-5-02-1-06	002	AMA LUBRICANTS	
A10-100-12	10-100-12	Fondo	002	AMA LUBRICANTS	
A10-100-13	10-100-13	Fondo	002	AMA LUBRICANTS	
A10-100-20	10-100-20	Almacen	002	AMA LUBRICANTS	
A10-100-40	10-100-40	1-4-07-2-02	002	AMA LUBRICANTS	
A10-100-45	10-100-45	1-4-07-2-01	002	AMA LUBRICANTS	
A10-200-12	10-200-12		002	AMA LUBRICANTS	
A10-200-20	10-200-20		002	AMA LUBRICANTS	
A103	A103	1-2-09-4-02	80	CROSS X	
A10-319-41	10-319-41	1-4-02-1-05	002	AMA LUBRICANTS	
A10-319-45	10-319-45	1-4-05-1-04	002	AMA LUBRICANTS	
A10-339-40	10-339-40	1-4-09-3-10	002	AMA LUBRICANTS	
A11-201-20	11-201-20	Almacen	002	AMA LUBRICANTS	
A11-201-40	11-201-40	1-5-02-1-05	002	AMA LUBRICANTS	
A20-008-20	20-008-20		002	AMA LUBRICANTS	
A20-008-31	20-008-31		002	AMA LUBRICANTS	
A20-009-20	20-009-20	Almacen	002	AMA LUBRICANTS	
A20-009-31	20-009-31	1-5-03-1-01	002	AMA LUBRICANTS	
A-2001	AS-2001		020	WEGA	
A20-011-12	20-011-12		002	AMA LUBRICANTS	
A20-011-13	20-011-13		002	AMA LUBRICANTS	
A20-011-20	20-011-20		002	AMA LUBRICANTS	
A20-011-31	20-011-31		002	AMA LUBRICANTS	
A20-011-40	20-011-40		002	AMA LUBRICANTS	
A20-012-12	20-012-12		002	AMA LUBRICANTS	
A20-012-13	20-012-13		002	AMA LUBRICANTS	
A20-012-20	20-012-20		002	AMA LUBRICANTS	
A20-012-31	20-012-31		002	AMA LUBRICANTS	
A20-012-40	20-012-40		002	AMA LUBRICANTS	
A20-014-12	20-014-12	Fondo	002	AMA LUBRICANTS	
A20-014-20	20-014-20	Almacen	002	AMA LUBRICANTS	
A20-014-31	20-014-31	1-4-05-3-01	002	AMA LUBRICANTS	
A20-014-40	20-014-40	1-4-05-1-03	002	AMA LUBRICANTS	
A20-015-12	20-015-12	Fondo	002	AMA LUBRICANTS	
A20-015-20	20-015-20	Almacen	002	AMA LUBRICANTS	
A20-015-31	20-015-31		002	AMA LUBRICANTS	
A20-015-40	20-015-40		002	AMA LUBRICANTS	
A20-016-40	20-016-40	1-4-05-3-07	002	AMA LUBRICANTS	
A20-017-12	20-017-12		002	AMA LUBRICANTS	
A20-017-20	20-017-20	Almacen	002	AMA LUBRICANTS	
A-2002	AS-2002	1-3-08-3-35	020	WEGA	
A20-022-20	20-022-20		002	AMA LUBRICANTS	
A20-022-40	20-022-40	1-4-07-3-01	002	AMA LUBRICANTS	
A-2006	AS-2006	1-3-08-3-34	020	WEGA	
A-2007	AS-2007	1-3-08-3-33	020	WEGA	
A-2007 RED	AS-2007RED		020	WEGA	
A-2010	AS-2010	1-3-08-3-32	020	WEGA	
